Timestamp,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,Bin_28,Bin_29,Bin_30,Bin_31
2025-10-24 15:45:02.852,-20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2025-10-24 15:45:03.874,-20,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
2025-10-24 15:45:04.836,-66,3,8,28,8,2,7,6,7,12,12,2,1,6,5,5,12,5,3,3,2,2,11,5,1,2,4,5,7,8,1,4
2025-10-24 15:45:05.859,-63,4,8,34,4,5,9,3,4,14,10,7,11,7,1,2,6,5,4,8,4,0,3,5,4,12,5,3,2,1,4,7
2025-10-24 15:45:06.882,-73,2,5,27,5,6,13,1,5,14,10,6,6,1,4,6,11,7,4,1,2,4,9,6,3,2,1,4,8,4,7,2
2025-10-24 15:45:07.842,-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-24 15:45:08.864,-20,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2025-10-24 15:45:09.885,-7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2025-10-24 15:45:10.843,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-24 15:45:11.865,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
